frame,time,u,v,X_world,Y_world,yaw_deg,area
0,0.0,1785.971738451935,2084.931647940075,767.398699060129,-145.39798718971133,159.60748657376396,10680.0
1,0.03334203309692672,1797.2857895307584,2083.761986646218,779.6486460922029,-144.1129275392418,159.3858072784432,10758.5
2,0.06668406619385343,1808.035182763559,2082.877825518401,791.2872268986134,-143.14153539705694,159.01331788554145,10706.0
3,0.10002609929078014,1818.4047317477443,2081.6907006927177,802.5145428191258,-141.83728926908134,158.98022524876765,10658.5
4,0.13336813238770687,1829.189608889721,2080.205325092861,814.1915427563029,-140.20536705434097,158.59502231134277,10679.0
5,0.16671016548463358,1839.0139298360552,2079.321197373142,824.8285294890163,-139.23401161628408,158.22295616294707,10684.5
6,0.2000521985815603,1849.4600239684983,2078.5330345052994,836.138722356538,-138.36808888738688,158.4517706949567,10708.5
7,0.233394231678487,1860.427546695235,2077.549986802677,848.0134762832777,-137.28805405699495,159.07676045195285,10734.5
8,0.26673626477541373,1871.515017255853,2076.0721325746977,860.0181001037822,-135.66439526993827,158.76138836843575,10721.0
9,0.3000782978723404,1882.407743637492,2074.5767380508996,871.8118705473066,-134.02146566787496,159.05463038626647,10740.0
10,0.33342033096926715,1893.4373832648487,2073.5507408790936,883.7538796717724,-132.89424398933625,158.43476912173836,10708.0
11,0.36676236406619384,1903.4478972253326,2072.636540375762,894.5924612660599,-131.88984879780492,158.12948226120156,10716.0
12,0.4001043971631206,1913.913318974935,2071.688407154228,905.9235805272144,-130.84817309847085,157.95825480966448,10679.0
13,0.4334464302600473,1925.1650707646318,2070.6298285767666,918.1060748859161,-129.68515554467876,158.96085984945182,10704.5
14,0.466788463356974,1935.7120800549517,2069.641563631822,929.5255305921958,-128.59938874074078,158.8413996915481,10676.0
15,0.5001304964539007,1946.4931622330462,2068.441754090171,941.198421646867,-127.28120642734666,159.16272944351863,10676.0
16,0.5334725295508275,1957.118779846625,2067.725356603979,952.7029881405645,-126.49412942647677,159.13132263821637,10714.5
17,0.5668145626477541,1967.121735074627,2066.6357431592037,963.5333857455901,-125.2970151166819,159.1895501202391,10720.0
18,0.6001565957446808,1978.1618406805876,2065.147981438515,975.4867265922346,-123.66247136729862,157.9829182374908,10775.0
19,0.6334986288416076,1988.3417737173243,2063.666419329407,986.5087415735431,-122.03473888091276,158.98050983544255,10781.5
20,0.6668406619385343,1998.5839768190995,2062.1233797259597,997.5981775867256,-120.33946355302123,159.39082656192357,10813.5
21,0.700182695035461,2009.2820086516108,2061.1134253914006,1009.1811483884919,-119.22986749220036,158.67720976435947,10826.5
22,0.7335247281323877,2019.4139514103927,2059.962764400487,1020.1512033460297,-117.96568270763237,158.8069168391682,10818.5
23,0.7668667612293144,2030.6866049638531,2058.7440868137096,1032.3563284580484,-116.62677083466224,159.01458364181806,10858.5
24,0.8002087943262411,2042.014892502926,2057.453089385819,1044.6216895874038,-115.20840407143396,159.28130975707765,10822.0
25,0.8335508274231679,2052.654127722271,2055.7440182942737,1056.1410001323854,-113.33071664938916,159.24769689568654,10859.5
26,0.8668928605200946,2063.237020763727,2054.3810395594,1067.5993078862355,-111.83326692968603,159.6164953390606,10924.5
27,0.9002348936170212,2073.860594965675,2053.4843020594967,1079.1016619377167,-110.84805763513168,159.06572713639756,10925.0
28,0.933576926713948,2084.0332922130333,2052.4494144164723,1090.115842586654,-109.7110683547271,158.6472215607291,10943.5
29,0.9669189598108747,2095.2494117289853,2051.4832323784362,1102.2597571773338,-108.64956314923802,158.92092263956008,10978.5
30,1.0002609929078015,2106.1548762736534,2049.981000536275,1114.067319482085,-106.99912166147578,156.8190005721608,10877.5
31,1.0336030260047282,2116.3662528819873,2048.5979723023834,1125.1233790406966,-105.47964436649454,159.7400096550539,10915.5
32,1.066945059101655,2126.975604539969,2047.6429891694545,1136.6103340623315,-104.43044294600577,158.99352856477424,10910.5
33,1.1002870921985817,2137.2574994659585,2046.54650736977,1147.742745199176,-103.22578265191214,158.00694336186163,10923.0
34,1.1336291252955082,2147.7800396462335,2045.487770661787,1159.1357077157143,-102.06259136649851,158.8050099384924,10930.0
35,1.166971158392435,2159.0951506526494,2044.004575433442,1171.3868023523708,-100.43306463792806,159.82375387381975,10891.5
36,1.2003131914893617,2169.6309545593167,2042.2573498017687,1182.7941257679915,-98.51345836274322,158.28228937934952,10930.0
